Name,Country,year,IncomPerPerson,Number of Records
IncomePerPerson,Slovenia,1964,"10,100",1
IncomePerPerson,Slovenia,1965,"10,300",1
IncomePerPerson,Slovenia,1966,"10,800",1
IncomePerPerson,Slovenia,1967,"10,800",1
IncomePerPerson,Slovenia,1968,"11,000",1
IncomePerPerson,Slovenia,1969,"12,100",1
IncomePerPerson,Slovenia,1970,"12,600",1
IncomePerPerson,Slovenia,1971,"14,000",1
IncomePerPerson,Slovenia,1972,"14,300",1
IncomePerPerson,Slovenia,1973,"14,700",1
IncomePerPerson,Slovenia,1974,"16,400",1
IncomePerPerson,Slovenia,1975,"16,300",1
IncomePerPerson,Slovenia,1976,"16,600",1
IncomePerPerson,Slovenia,1977,"17,700",1
IncomePerPerson,Slovenia,1978,"18,500",1
IncomePerPerson,Slovenia,1979,"19,600",1
IncomePerPerson,Slovenia,1980,"20,400",1
IncomePerPerson,Slovenia,1981,"20,700",1
IncomePerPerson,Slovenia,1982,"20,700",1
IncomePerPerson,Slovenia,1983,"20,800",1
IncomePerPerson,Slovenia,1984,"21,200",1
IncomePerPerson,Slovenia,1985,"21,300",1
IncomePerPerson,Slovenia,1986,"22,000",1
IncomePerPerson,Slovenia,1987,"21,700",1
IncomePerPerson,Slovenia,1988,"21,300",1
IncomePerPerson,Slovenia,1989,"20,900",1
IncomePerPerson,Slovenia,1990,"19,300",1
IncomePerPerson,Slovenia,1991,"17,600",1
IncomePerPerson,Slovenia,1992,"16,500",1
IncomePerPerson,Slovenia,1993,"16,900",1
IncomePerPerson,Slovenia,1994,"17,800",1
IncomePerPerson,Slovenia,1995,"18,400",1
IncomePerPerson,Slovenia,1996,"19,100",1
IncomePerPerson,Slovenia,1997,"20,100",1
IncomePerPerson,Slovenia,1998,"20,800",1
IncomePerPerson,Slovenia,1999,"21,900",1
IncomePerPerson,Slovenia,2000,"22,700",1
IncomePerPerson,Slovenia,2001,"23,400",1
IncomePerPerson,Slovenia,2002,"24,200",1
IncomePerPerson,Slovenia,2003,"24,900",1
IncomePerPerson,Slovenia,2004,"26,000",1
IncomePerPerson,Slovenia,2005,"27,000",1
IncomePerPerson,Slovenia,2006,"28,400",1
IncomePerPerson,Slovenia,2007,"30,200",1
IncomePerPerson,Slovenia,2008,"31,100",1
IncomePerPerson,Slovenia,2009,"28,500",1
IncomePerPerson,Slovenia,2010,"28,700",1
IncomePerPerson,Slovenia,2011,"28,800",1
IncomePerPerson,Solomon Islands,1950,941,1
IncomePerPerson,Solomon Islands,1951,957,1
IncomePerPerson,Solomon Islands,1952,973,1
IncomePerPerson,Solomon Islands,1953,990,1
IncomePerPerson,Solomon Islands,1954,"1,010",1
IncomePerPerson,Solomon Islands,1955,"1,020",1
IncomePerPerson,Solomon Islands,1956,"1,040",1
IncomePerPerson,Solomon Islands,1957,"1,060",1
IncomePerPerson,Solomon Islands,1958,"1,080",1
IncomePerPerson,Solomon Islands,1959,"1,090",1
IncomePerPerson,Solomon Islands,1960,"1,110",1
IncomePerPerson,Solomon Islands,1961,"1,130",1
IncomePerPerson,Solomon Islands,1962,"1,150",1
IncomePerPerson,Solomon Islands,1963,"1,170",1
IncomePerPerson,Solomon Islands,1964,"1,190",1
IncomePerPerson,Solomon Islands,1965,"1,210",1
IncomePerPerson,Solomon Islands,1966,"1,230",1
IncomePerPerson,Solomon Islands,1967,"1,250",1
IncomePerPerson,Solomon Islands,1968,"1,270",1
IncomePerPerson,Solomon Islands,1969,"1,200",1
IncomePerPerson,Solomon Islands,1970,"1,220",1
IncomePerPerson,Solomon Islands,1971,"1,200",1
IncomePerPerson,Solomon Islands,1972,829,1
IncomePerPerson,Solomon Islands,1973,892,1
IncomePerPerson,Solomon Islands,1974,"1,090",1
IncomePerPerson,Solomon Islands,1975,923,1
IncomePerPerson,Solomon Islands,1976,"1,010",1
IncomePerPerson,Solomon Islands,1977,"1,120",1
IncomePerPerson,Solomon Islands,1978,"1,180",1
IncomePerPerson,Solomon Islands,1979,"1,430",1
IncomePerPerson,Solomon Islands,1980,"1,290",1
IncomePerPerson,Solomon Islands,1981,"1,420",1
IncomePerPerson,Solomon Islands,1982,"1,410",1
IncomePerPerson,Solomon Islands,1983,"1,550",1
IncomePerPerson,Solomon Islands,1984,"1,510",1
IncomePerPerson,Solomon Islands,1985,"1,480",1
IncomePerPerson,Solomon Islands,1986,"1,720",1
IncomePerPerson,Solomon Islands,1987,"1,710",1
IncomePerPerson,Solomon Islands,1988,"1,720",1
IncomePerPerson,Solomon Islands,1989,"1,810",1
IncomePerPerson,Solomon Islands,1990,"1,790",1
IncomePerPerson,Solomon Islands,1991,"1,850",1
IncomePerPerson,Solomon Islands,1992,"2,020",1
IncomePerPerson,Solomon Islands,1993,"2,050",1
IncomePerPerson,Solomon Islands,1994,"2,170",1
IncomePerPerson,Solomon Islands,1995,"2,280",1
IncomePerPerson,Solomon Islands,1996,"2,260",1
IncomePerPerson,Solomon Islands,1997,"2,160",1
IncomePerPerson,Solomon Islands,1998,"2,140",1
IncomePerPerson,Solomon Islands,1999,"2,070",1
IncomePerPerson,Solomon Islands,2000,"1,730",1
IncomePerPerson,Solomon Islands,2001,"1,550",1
IncomePerPerson,Solomon Islands,2002,"1,470",1
IncomePerPerson,Solomon Islands,2003,"1,520",1
IncomePerPerson,Solomon Islands,2004,"1,560",1
IncomePerPerson,Solomon Islands,2005,"1,600",1
IncomePerPerson,Solomon Islands,2006,"1,670",1
IncomePerPerson,Solomon Islands,2007,"1,750",1
IncomePerPerson,Solomon Islands,2008,"1,830",1
IncomePerPerson,Solomon Islands,2009,"1,710",1
IncomePerPerson,Solomon Islands,2010,"1,780",1
IncomePerPerson,Solomon Islands,2011,"1,970",1
IncomePerPerson,Somalia,1950,997,1
IncomePerPerson,Somalia,1951,"1,040",1
IncomePerPerson,Somalia,1952,"1,050",1
IncomePerPerson,Somalia,1953,"1,070",1
IncomePerPerson,Somalia,1954,"1,110",1
IncomePerPerson,Somalia,1955,"1,130",1
IncomePerPerson,Somalia,1956,"1,150",1
IncomePerPerson,Somalia,1957,"1,170",1
IncomePerPerson,Somalia,1958,"1,180",1
IncomePerPerson,Somalia,1959,"1,220",1
IncomePerPerson,Somalia,1960,"1,210",1
IncomePerPerson,Somalia,1961,"1,240",1
IncomePerPerson,Somalia,1962,"1,270",1
IncomePerPerson,Somalia,1963,"1,290",1
IncomePerPerson,Somalia,1964,"1,130",1
IncomePerPerson,Somalia,1965,"1,030",1
IncomePerPerson,Somalia,1966,"1,160",1
IncomePerPerson,Somalia,1967,"1,200",1
IncomePerPerson,Somalia,1968,"1,190",1
IncomePerPerson,Somalia,1969,"1,020",1
IncomePerPerson,Somalia,1970,"1,080",1
IncomePerPerson,Somalia,1971,"1,100",1
IncomePerPerson,Somalia,1972,"1,260",1
IncomePerPerson,Somalia,1973,"1,090",1
IncomePerPerson,Somalia,1974,"1,070",1
IncomePerPerson,Somalia,1975,"1,150",1
IncomePerPerson,Somalia,1976,"1,030",1
IncomePerPerson,Somalia,1977,"1,050",1
IncomePerPerson,Somalia,1978,995,1
IncomePerPerson,Somalia,1979,869,1
IncomePerPerson,Somalia,1980,837,1
IncomePerPerson,Somalia,1981,866,1
IncomePerPerson,Somalia,1982,888,1
IncomePerPerson,Somalia,1983,794,1
IncomePerPerson,Somalia,1984,832,1
IncomePerPerson,Somalia,1985,919,1
IncomePerPerson,Somalia,1986,897,1
IncomePerPerson,Somalia,1987,979,1
IncomePerPerson,Somalia,1988,962,1
IncomePerPerson,Somalia,1989,950,1
IncomePerPerson,Somalia,1990,930,1
IncomePerPerson,Somalia,1991,921,1
IncomePerPerson,Somalia,1992,813,1
IncomePerPerson,Somalia,1993,817,1
IncomePerPerson,Somalia,1994,644,1
IncomePerPerson,Somalia,1995,637,1
IncomePerPerson,Somalia,1996,648,1
IncomePerPerson,Somalia,1997,613,1
IncomePerPerson,Somalia,1998,607,1
IncomePerPerson,Somalia,1999,605,1
IncomePerPerson,Somalia,2000,603,1
IncomePerPerson,Somalia,2001,603,1
IncomePerPerson,Somalia,2002,607,1
IncomePerPerson,Somalia,2003,611,1
IncomePerPerson,Somalia,2004,614,1
IncomePerPerson,Somalia,2005,616,1
IncomePerPerson,Somalia,2006,615,1
IncomePerPerson,Somalia,2007,615,1
IncomePerPerson,Somalia,2008,615,1
IncomePerPerson,Somalia,2009,615,1
IncomePerPerson,Somalia,2010,614,1
IncomePerPerson,Somalia,2011,614,1
IncomePerPerson,South Africa,1950,"7,080",1
IncomePerPerson,South Africa,1951,"7,180",1
IncomePerPerson,South Africa,1952,"7,190",1
IncomePerPerson,South Africa,1953,"7,280",1
IncomePerPerson,South Africa,1954,"7,460",1
IncomePerPerson,South Africa,1955,"7,580",1
IncomePerPerson,South Africa,1956,"7,750",1
IncomePerPerson,South Africa,1957,"7,790",1
IncomePerPerson,South Africa,1958,"7,700",1
IncomePerPerson,South Africa,1959,"7,800",1
IncomePerPerson,South Africa,1960,"7,870",1
IncomePerPerson,South Africa,1961,"7,950",1
IncomePerPerson,South Africa,1962,"8,130",1
IncomePerPerson,South Africa,1963,"8,450",1
IncomePerPerson,South Africa,1964,"8,740",1
IncomePerPerson,South Africa,1965,"8,980",1
IncomePerPerson,South Africa,1966,"9,080",1
IncomePerPerson,South Africa,1967,"9,410",1
IncomePerPerson,South Africa,1968,"9,530",1
IncomePerPerson,South Africa,1969,"9,820",1
IncomePerPerson,South Africa,1970,"10,000",1
IncomePerPerson,South Africa,1971,"10,300",1
IncomePerPerson,South Africa,1972,"10,200",1
IncomePerPerson,South Africa,1973,"10,400",1
IncomePerPerson,South Africa,1974,"10,800",1
IncomePerPerson,South Africa,1975,"10,700",1
IncomePerPerson,South Africa,1976,"10,700",1
IncomePerPerson,South Africa,1977,"10,500",1
IncomePerPerson,South Africa,1978,"10,500",1
IncomePerPerson,South Africa,1979,"10,700",1
IncomePerPerson,South Africa,1980,"11,100",1
IncomePerPerson,South Africa,1981,"11,400",1
IncomePerPerson,South Africa,1982,"11,000",1
IncomePerPerson,South Africa,1983,"10,500",1
IncomePerPerson,South Africa,1984,"10,700",1
IncomePerPerson,South Africa,1985,"10,200",1
IncomePerPerson,South Africa,1986,"10,000",1
IncomePerPerson,South Africa,1987,"10,000",1
IncomePerPerson,South Africa,1988,"10,200",1
IncomePerPerson,South Africa,1989,"10,200",1
IncomePerPerson,South Africa,1990,"9,900",1
IncomePerPerson,South Africa,1991,"9,560",1
IncomePerPerson,South Africa,1992,"9,130",1
IncomePerPerson,South Africa,1993,"9,010",1
IncomePerPerson,South Africa,1994,"9,090",1
IncomePerPerson,South Africa,1995,"9,180",1
IncomePerPerson,South Africa,1996,"9,400",1
IncomePerPerson,South Africa,1997,"9,480",1
IncomePerPerson,South Africa,1998,"9,390",1
IncomePerPerson,South Africa,1999,"9,470",1
IncomePerPerson,South Africa,2000,"9,720",1
IncomePerPerson,South Africa,2001,"9,890",1
IncomePerPerson,South Africa,2002,"10,100",1
IncomePerPerson,South Africa,2003,"10,300",1
IncomePerPerson,South Africa,2004,"10,600",1
IncomePerPerson,South Africa,2005,"11,100",1
IncomePerPerson,South Africa,2006,"11,500",1
IncomePerPerson,South Africa,2007,"12,000",1
IncomePerPerson,South Africa,2008,"12,200",1
IncomePerPerson,South Africa,2009,"11,800",1
IncomePerPerson,South Africa,2010,"12,000",1
IncomePerPerson,South Africa,2011,"12,200",1
IncomePerPerson,South Korea,1950,793,1
IncomePerPerson,South Korea,1951,740,1
IncomePerPerson,South Korea,1952,794,1
IncomePerPerson,South Korea,1953,"1,030",1
IncomePerPerson,South Korea,1954,"1,050",1
IncomePerPerson,South Korea,1955,"1,120",1
IncomePerPerson,South Korea,1956,"1,110",1
IncomePerPerson,South Korea,1957,"1,200",1
IncomePerPerson,South Korea,1958,"1,210",1
IncomePerPerson,South Korea,1959,"1,190",1
IncomePerPerson,South Korea,1960,"1,150",1
IncomePerPerson,South Korea,1961,"1,170",1
IncomePerPerson,South Korea,1962,"1,150",1
IncomePerPerson,South Korea,1963,"1,270",1
IncomePerPerson,South Korea,1964,"1,350",1
IncomePerPerson,South Korea,1965,"1,380",1
IncomePerPerson,South Korea,1966,"1,520",1
IncomePerPerson,South Korea,1967,"1,580",1
IncomePerPerson,South Korea,1968,"1,730",1
IncomePerPerson,South Korea,1969,"1,950",1
IncomePerPerson,South Korea,1970,"2,080",1
IncomePerPerson,South Korea,1971,"2,360",1
IncomePerPerson,South Korea,1972,"2,680",1
IncomePerPerson,South Korea,1973,"3,230",1
IncomePerPerson,South Korea,1974,"3,570",1
IncomePerPerson,South Korea,1975,"3,990",1
IncomePerPerson,South Korea,1976,"4,470",1
IncomePerPerson,South Korea,1977,"4,810",1
IncomePerPerson,South Korea,1978,"5,210",1
IncomePerPerson,South Korea,1979,"5,330",1
IncomePerPerson,South Korea,1980,"4,740",1
IncomePerPerson,South Korea,1981,"4,990",1
IncomePerPerson,South Korea,1982,"5,300",1
IncomePerPerson,South Korea,1983,"5,870",1
IncomePerPerson,South Korea,1984,"6,380",1
IncomePerPerson,South Korea,1985,"6,730",1
IncomePerPerson,South Korea,1986,"7,710",1
IncomePerPerson,South Korea,1987,"8,770",1
IncomePerPerson,South Korea,1988,"9,860",1
IncomePerPerson,South Korea,1989,"10,600",1
IncomePerPerson,South Korea,1990,"11,600",1
IncomePerPerson,South Korea,1991,"12,700",1
IncomePerPerson,South Korea,1992,"13,400",1
IncomePerPerson,South Korea,1993,"14,100",1
IncomePerPerson,South Korea,1994,"15,300",1
IncomePerPerson,South Korea,1995,"16,600",1
IncomePerPerson,South Korea,1996,"17,700",1
IncomePerPerson,South Korea,1997,"18,500",1
IncomePerPerson,South Korea,1998,"17,400",1
IncomePerPerson,South Korea,1999,"19,200",1
IncomePerPerson,South Korea,2000,"20,800",1
IncomePerPerson,South Korea,2001,"21,500",1
IncomePerPerson,South Korea,2002,"23,000",1
IncomePerPerson,South Korea,2003,"23,500",1
IncomePerPerson,South Korea,2004,"24,600",1
IncomePerPerson,South Korea,2005,"25,500",1
IncomePerPerson,South Korea,2006,"26,700",1
IncomePerPerson,South Korea,2007,"28,000",1
IncomePerPerson,South Korea,2008,"28,600",1
IncomePerPerson,South Korea,2009,"28,600",1
IncomePerPerson,South Korea,2010,"30,400",1
IncomePerPerson,South Korea,2011,"31,200",1
IncomePerPerson,South Sudan,1950,"1,890",1
IncomePerPerson,South Sudan,1951,"1,930",1
IncomePerPerson,South Sudan,1952,"1,980",1
IncomePerPerson,South Sudan,1953,"2,030",1
IncomePerPerson,South Sudan,1954,"2,080",1
IncomePerPerson,South Sudan,1955,"2,130",1
IncomePerPerson,South Sudan,1956,"2,300",1
IncomePerPerson,South Sudan,1957,"2,210",1
IncomePerPerson,South Sudan,1958,"2,250",1
IncomePerPerson,South Sudan,1959,"2,460",1
IncomePerPerson,South Sudan,1960,"2,450",1
IncomePerPerson,South Sudan,1961,"2,390",1
IncomePerPerson,South Sudan,1962,"2,500",1
IncomePerPerson,South Sudan,1963,"2,370",1
IncomePerPerson,South Sudan,1964,"2,290",1
IncomePerPerson,South Sudan,1965,"2,400",1
IncomePerPerson,South Sudan,1966,"2,320",1
IncomePerPerson,South Sudan,1967,"2,190",1
IncomePerPerson,South Sudan,1968,"2,270",1
IncomePerPerson,South Sudan,1969,"2,360",1
IncomePerPerson,South Sudan,1970,"2,210",1
IncomePerPerson,South Sudan,1971,"2,300",1
IncomePerPerson,South Sudan,1972,"2,200",1
IncomePerPerson,South Sudan,1973,"1,960",1
IncomePerPerson,South Sudan,1974,"2,100",1
IncomePerPerson,South Sudan,1975,"2,300",1
IncomePerPerson,South Sudan,1976,"2,650",1
IncomePerPerson,South Sudan,1977,"2,970",1
IncomePerPerson,South Sudan,1978,"2,830",1
IncomePerPerson,South Sudan,1979,"2,450",1
IncomePerPerson,South Sudan,1980,"2,400",1
IncomePerPerson,South Sudan,1981,"2,380",1
IncomePerPerson,South Sudan,1982,"2,600",1
IncomePerPerson,South Sudan,1983,"2,490",1
IncomePerPerson,South Sudan,1984,"2,290",1
IncomePerPerson,South Sudan,1985,"2,070",1
IncomePerPerson,South Sudan,1986,"2,100",1
IncomePerPerson,South Sudan,1987,"2,100",1
IncomePerPerson,South Sudan,1988,"2,090",1
IncomePerPerson,South Sudan,1989,"2,210",1
IncomePerPerson,South Sudan,1990,"1,980",1
IncomePerPerson,South Sudan,1991,"2,060",1
IncomePerPerson,South Sudan,1992,"2,100",1
IncomePerPerson,South Sudan,1993,"2,110",1
IncomePerPerson,South Sudan,1994,"2,090",1
IncomePerPerson,South Sudan,1995,"2,100",1
IncomePerPerson,South Sudan,1996,"2,150",1
IncomePerPerson,South Sudan,1997,"2,300",1
IncomePerPerson,South Sudan,1998,"2,370",1
IncomePerPerson,South Sudan,1999,"2,480",1
IncomePerPerson,South Sudan,2000,"2,640",1
IncomePerPerson,South Sudan,2001,"2,730",1
IncomePerPerson,South Sudan,2002,"2,810",1
IncomePerPerson,South Sudan,2003,"2,930",1
IncomePerPerson,South Sudan,2004,"3,000",1
IncomePerPerson,South Sudan,2005,"3,170",1
IncomePerPerson,South Sudan,2006,"3,400",1
IncomePerPerson,South Sudan,2007,"3,700",1
IncomePerPerson,South Sudan,2008,"3,720",1
IncomePerPerson,South Sudan,2009,"3,740",1
IncomePerPerson,South Sudan,2010,"3,790",1
IncomePerPerson,South Sudan,2011,"3,480",1
IncomePerPerson,Spain,1950,"3,960",1
IncomePerPerson,Spain,1951,"4,340",1
IncomePerPerson,Spain,1952,"4,670",1
IncomePerPerson,Spain,1953,"4,620",1
IncomePerPerson,Spain,1954,"4,950",1
IncomePerPerson,Spain,1955,"5,120",1
IncomePerPerson,Spain,1956,"5,500",1
IncomePerPerson,Spain,1957,"5,640",1
IncomePerPerson,Spain,1958,"5,850",1
IncomePerPerson,Spain,1959,"5,680",1
IncomePerPerson,Spain,1960,"5,740",1
IncomePerPerson,Spain,1961,"6,440",1
IncomePerPerson,Spain,1962,"7,140",1
IncomePerPerson,Spain,1963,"7,820",1
IncomePerPerson,Spain,1964,"8,520",1
IncomePerPerson,Spain,1965,"9,010",1
IncomePerPerson,Spain,1966,"9,600",1
IncomePerPerson,Spain,1967,"10,100",1
IncomePerPerson,Spain,1968,"10,700",1
IncomePerPerson,Spain,1969,"11,500",1
IncomePerPerson,Spain,1970,"12,100",1
IncomePerPerson,Spain,1971,"12,700",1
IncomePerPerson,Spain,1972,"13,600",1
IncomePerPerson,Spain,1973,"14,700",1
IncomePerPerson,Spain,1974,"15,700",1
IncomePerPerson,Spain,1975,"16,100",1
IncomePerPerson,Spain,1976,"16,600",1
IncomePerPerson,Spain,1977,"17,100",1
IncomePerPerson,Spain,1978,"17,500",1
IncomePerPerson,Spain,1979,"17,600",1
IncomePerPerson,Spain,1980,"17,900",1
IncomePerPerson,Spain,1981,"17,900",1
IncomePerPerson,Spain,1982,"18,100",1
IncomePerPerson,Spain,1983,"18,500",1
IncomePerPerson,Spain,1984,"18,700",1
IncomePerPerson,Spain,1985,"19,000",1
IncomePerPerson,Spain,1986,"19,600",1
IncomePerPerson,Spain,1987,"20,600",1
IncomePerPerson,Spain,1988,"21,700",1
IncomePerPerson,Spain,1989,"22,800",1
IncomePerPerson,Spain,1990,"23,800",1
IncomePerPerson,Spain,1991,"24,300",1
IncomePerPerson,Spain,1992,"24,400",1
IncomePerPerson,Spain,1993,"24,000",1
IncomePerPerson,Spain,1994,"24,500",1
IncomePerPerson,Spain,1995,"25,100",1
IncomePerPerson,Spain,1996,"25,600",1
IncomePerPerson,Spain,1997,"26,400",1
IncomePerPerson,Spain,1998,"27,500",1
IncomePerPerson,Spain,1999,"28,600",1
IncomePerPerson,Spain,2000,"30,000",1
IncomePerPerson,Spain,2001,"31,000",1
IncomePerPerson,Spain,2002,"31,400",1
IncomePerPerson,Spain,2003,"31,800",1
IncomePerPerson,Spain,2004,"32,300",1
IncomePerPerson,Spain,2005,"32,900",1
IncomePerPerson,Spain,2006,"33,700",1
IncomePerPerson,Spain,2007,"34,300",1
IncomePerPerson,Spain,2008,"34,200",1
IncomePerPerson,Spain,2009,"32,700",1
IncomePerPerson,Spain,2010,"32,500",1
IncomePerPerson,Spain,2011,"32,100",1
IncomePerPerson,Sri Lanka,1950,"1,840",1
IncomePerPerson,Sri Lanka,1951,"1,890",1
IncomePerPerson,Sri Lanka,1952,"1,920",1
IncomePerPerson,Sri Lanka,1953,"1,900",1
IncomePerPerson,Sri Lanka,1954,"1,890",1
IncomePerPerson,Sri Lanka,1955,"1,950",1
IncomePerPerson,Sri Lanka,1956,"1,910",1
IncomePerPerson,Sri Lanka,1957,"1,890",1
IncomePerPerson,Sri Lanka,1958,"1,890",1
IncomePerPerson,Sri Lanka,1959,"1,870",1
IncomePerPerson,Sri Lanka,1960,"1,880",1
IncomePerPerson,Sri Lanka,1961,"1,870",1
IncomePerPerson,Sri Lanka,1962,"1,890",1
IncomePerPerson,Sri Lanka,1963,"1,880",1
IncomePerPerson,Sri Lanka,1964,"1,920",1
IncomePerPerson,Sri Lanka,1965,"1,930",1
IncomePerPerson,Sri Lanka,1966,"1,870",1
IncomePerPerson,Sri Lanka,1967,"1,990",1
IncomePerPerson,Sri Lanka,1968,"2,090",1
IncomePerPerson,Sri Lanka,1969,"2,130",1
IncomePerPerson,Sri Lanka,1970,"2,190",1
IncomePerPerson,Sri Lanka,1971,"2,130",1
IncomePerPerson,Sri Lanka,1972,"2,140",1
IncomePerPerson,Sri Lanka,1973,"2,190",1
IncomePerPerson,Sri Lanka,1974,"2,230",1
IncomePerPerson,Sri Lanka,1975,"2,250",1
IncomePerPerson,Sri Lanka,1976,"2,280",1
IncomePerPerson,Sri Lanka,1977,"2,400",1
IncomePerPerson,Sri Lanka,1978,"2,510",1
IncomePerPerson,Sri Lanka,1979,"2,620",1
IncomePerPerson,Sri Lanka,1980,"2,730",1
IncomePerPerson,Sri Lanka,1981,"2,850",1
IncomePerPerson,Sri Lanka,1982,"2,950",1
IncomePerPerson,Sri Lanka,1983,"3,070",1
IncomePerPerson,Sri Lanka,1984,"3,190",1
IncomePerPerson,Sri Lanka,1985,"3,280",1
IncomePerPerson,Sri Lanka,1986,"3,400",1
IncomePerPerson,Sri Lanka,1987,"3,390",1
IncomePerPerson,Sri Lanka,1988,"3,440",1
IncomePerPerson,Sri Lanka,1989,"3,480",1
IncomePerPerson,Sri Lanka,1990,"3,670",1
IncomePerPerson,Sri Lanka,1991,"3,780",1
IncomePerPerson,Sri Lanka,1992,"3,900",1
IncomePerPerson,Sri Lanka,1993,"4,120",1
IncomePerPerson,Sri Lanka,1994,"4,310",1
IncomePerPerson,Sri Lanka,1995,"4,510",1
IncomePerPerson,Sri Lanka,1996,"4,640",1
IncomePerPerson,Sri Lanka,1997,"4,910",1
IncomePerPerson,Sri Lanka,1998,"5,110",1
IncomePerPerson,Sri Lanka,1999,"5,300",1
IncomePerPerson,Sri Lanka,2000,"5,580",1
IncomePerPerson,Sri Lanka,2001,"5,450",1
IncomePerPerson,Sri Lanka,2002,"5,630",1
IncomePerPerson,Sri Lanka,2003,"5,920",1
IncomePerPerson,Sri Lanka,2004,"6,190",1
IncomePerPerson,Sri Lanka,2005,"6,530",1
IncomePerPerson,Sri Lanka,2006,"6,970",1
IncomePerPerson,Sri Lanka,2007,"7,390",1
IncomePerPerson,Sri Lanka,2008,"7,770",1
IncomePerPerson,Sri Lanka,2009,"7,990",1
IncomePerPerson,Sri Lanka,2010,"8,560",1
IncomePerPerson,Sri Lanka,2011,"9,210",1
IncomePerPerson,St. Kitts and Nevis,1950,"3,400",1
IncomePerPerson,St. Kitts and Nevis,1951,"3,440",1
IncomePerPerson,St. Kitts and Nevis,1952,"3,480",1
IncomePerPerson,St. Kitts and Nevis,1953,"3,520",1
IncomePerPerson,St. Kitts and Nevis,1954,"3,560",1
IncomePerPerson,St. Kitts and Nevis,1955,"3,600",1
IncomePerPerson,St. Kitts and Nevis,1956,"3,650",1
IncomePerPerson,St. Kitts and Nevis,1957,"3,690",1
IncomePerPerson,St. Kitts and Nevis,1958,"3,730",1
IncomePerPerson,St. Kitts and Nevis,1959,"3,780",1
IncomePerPerson,St. Kitts and Nevis,1960,"3,820",1
IncomePerPerson,St. Kitts and Nevis,1961,"3,870",1
IncomePerPerson,St. Kitts and Nevis,1962,"3,920",1
IncomePerPerson,St. Kitts and Nevis,1963,"3,960",1
IncomePerPerson,St. Kitts and Nevis,1964,"4,010",1
IncomePerPerson,St. Kitts and Nevis,1965,"4,060",1
IncomePerPerson,St. Kitts and Nevis,1966,"4,100",1
IncomePerPerson,St. Kitts and Nevis,1967,"4,150",1
IncomePerPerson,St. Kitts and Nevis,1968,"4,200",1
IncomePerPerson,St. Kitts and Nevis,1969,"4,250",1
IncomePerPerson,St. Kitts and Nevis,1970,"4,300",1
IncomePerPerson,St. Kitts and Nevis,1971,"4,620",1
IncomePerPerson,St. Kitts and Nevis,1972,"4,860",1
IncomePerPerson,St. Kitts and Nevis,1973,"5,050",1
IncomePerPerson,St. Kitts and Nevis,1974,"5,330",1
IncomePerPerson,St. Kitts and Nevis,1975,"5,470",1
IncomePerPerson,St. Kitts and Nevis,1976,"5,830",1
IncomePerPerson,St. Kitts and Nevis,1977,"6,220",1
IncomePerPerson,St. Kitts and Nevis,1978,"6,720",1
IncomePerPerson,St. Kitts and Nevis,1979,"7,380",1
IncomePerPerson,St. Kitts and Nevis,1980,"8,030",1
IncomePerPerson,St. Kitts and Nevis,1981,"8,160",1
IncomePerPerson,St. Kitts and Nevis,1982,"8,070",1
IncomePerPerson,St. Kitts and Nevis,1983,"8,030",1
IncomePerPerson,St. Kitts and Nevis,1984,"8,910",1
IncomePerPerson,St. Kitts and Nevis,1985,"9,540",1
IncomePerPerson,St. Kitts and Nevis,1986,"10,700",1
IncomePerPerson,St. Kitts and Nevis,1987,"11,800",1
IncomePerPerson,St. Kitts and Nevis,1988,"13,000",1
IncomePerPerson,St. Kitts and Nevis,1989,"14,000",1
IncomePerPerson,St. Kitts and Nevis,1990,"14,300",1
IncomePerPerson,St. Kitts and Nevis,1991,"14,000",1
IncomePerPerson,St. Kitts and Nevis,1992,"14,400",1
IncomePerPerson,St. Kitts and Nevis,1993,"15,300",1
IncomePerPerson,St. Kitts and Nevis,1994,"15,900",1
IncomePerPerson,St. Kitts and Nevis,1995,"16,600",1
IncomePerPerson,St. Kitts and Nevis,1996,"17,400",1
IncomePerPerson,St. Kitts and Nevis,1997,"18,400",1
IncomePerPerson,St. Kitts and Nevis,1998,"18,000",1
IncomePerPerson,St. Kitts and Nevis,1999,"18,400",1
IncomePerPerson,St. Kitts and Nevis,2000,"20,200",1
IncomePerPerson,St. Kitts and Nevis,2001,"21,000",1
IncomePerPerson,St. Kitts and Nevis,2002,"21,200",1
IncomePerPerson,St. Kitts and Nevis,2003,"20,200",1
IncomePerPerson,St. Kitts and Nevis,2004,"20,600",1
IncomePerPerson,St. Kitts and Nevis,2005,"22,100",1
IncomePerPerson,St. Kitts and Nevis,2006,"22,300",1
IncomePerPerson,St. Kitts and Nevis,2007,"22,000",1
IncomePerPerson,St. Kitts and Nevis,2008,"23,100",1
IncomePerPerson,St. Kitts and Nevis,2009,"22,100",1
IncomePerPerson,St. Kitts and Nevis,2010,"21,400",1
IncomePerPerson,St. Kitts and Nevis,2011,"21,700",1
IncomePerPerson,St. Lucia,1950,"1,500",1
IncomePerPerson,St. Lucia,1951,"1,560",1
IncomePerPerson,St. Lucia,1952,"1,630",1
IncomePerPerson,St. Lucia,1953,"1,710",1
IncomePerPerson,St. Lucia,1954,"1,780",1
IncomePerPerson,St. Lucia,1955,"1,860",1
IncomePerPerson,St. Lucia,1956,"1,940",1
