Name,Country,year,IncomPerPerson,Number of Records
IncomePerPerson,Afghanistan,1950,"1,040",1
IncomePerPerson,Afghanistan,1951,"1,060",1
IncomePerPerson,Afghanistan,1952,"1,070",1
IncomePerPerson,Afghanistan,1953,"1,120",1
IncomePerPerson,Afghanistan,1954,"1,130",1
IncomePerPerson,Afghanistan,1955,"1,130",1
IncomePerPerson,Afghanistan,1956,"1,160",1
IncomePerPerson,Afghanistan,1957,"1,140",1
IncomePerPerson,Afghanistan,1958,"1,180",1
IncomePerPerson,Afghanistan,1959,"1,190",1
IncomePerPerson,Afghanistan,1960,"1,210",1
IncomePerPerson,Afghanistan,1961,"1,200",1
IncomePerPerson,Afghanistan,1962,"1,200",1
IncomePerPerson,Afghanistan,1963,"1,190",1
IncomePerPerson,Afghanistan,1964,"1,190",1
IncomePerPerson,Afghanistan,1965,"1,190",1
IncomePerPerson,Afghanistan,1966,"1,180",1
IncomePerPerson,Afghanistan,1967,"1,180",1
IncomePerPerson,Afghanistan,1968,"1,200",1
IncomePerPerson,Afghanistan,1969,"1,190",1
IncomePerPerson,Afghanistan,1970,"1,180",1
IncomePerPerson,Afghanistan,1971,"1,100",1
IncomePerPerson,Afghanistan,1972,"1,050",1
IncomePerPerson,Afghanistan,1973,"1,150",1
IncomePerPerson,Afghanistan,1974,"1,180",1
IncomePerPerson,Afghanistan,1975,"1,210",1
IncomePerPerson,Afghanistan,1976,"1,240",1
IncomePerPerson,Afghanistan,1977,"1,130",1
IncomePerPerson,Afghanistan,1978,"1,190",1
IncomePerPerson,Afghanistan,1979,"1,170",1
IncomePerPerson,Afghanistan,1980,"1,170",1
IncomePerPerson,Afghanistan,1981,"1,300",1
IncomePerPerson,Afghanistan,1982,"1,410",1
IncomePerPerson,Afghanistan,1983,"1,470",1
IncomePerPerson,Afghanistan,1984,"1,440",1
IncomePerPerson,Afghanistan,1985,"1,400",1
IncomePerPerson,Afghanistan,1986,"1,500",1
IncomePerPerson,Afghanistan,1987,"1,240",1
IncomePerPerson,Afghanistan,1988,"1,120",1
IncomePerPerson,Afghanistan,1989,"1,100",1
IncomePerPerson,Afghanistan,1990,"1,040",1
IncomePerPerson,Afghanistan,1991,"1,030",1
IncomePerPerson,Afghanistan,1992,950,1
IncomePerPerson,Afghanistan,1993,818,1
IncomePerPerson,Afghanistan,1994,732,1
IncomePerPerson,Afghanistan,1995,881,1
IncomePerPerson,Afghanistan,1996,904,1
IncomePerPerson,Afghanistan,1997,930,1
IncomePerPerson,Afghanistan,1998,956,1
IncomePerPerson,Afghanistan,1999,982,1
IncomePerPerson,Afghanistan,2000,972,1
IncomePerPerson,Afghanistan,2001,871,1
IncomePerPerson,Afghanistan,2002,"1,060",1
IncomePerPerson,Afghanistan,2003,"1,100",1
IncomePerPerson,Afghanistan,2004,"1,060",1
IncomePerPerson,Afghanistan,2005,"1,140",1
IncomePerPerson,Afghanistan,2006,"1,160",1
IncomePerPerson,Afghanistan,2007,"1,290",1
IncomePerPerson,Afghanistan,2008,"1,300",1
IncomePerPerson,Afghanistan,2009,"1,530",1
IncomePerPerson,Afghanistan,2010,"1,610",1
IncomePerPerson,Afghanistan,2011,"1,660",1
IncomePerPerson,Albania,1950,"1,920",1
IncomePerPerson,Albania,1951,"2,000",1
IncomePerPerson,Albania,1952,"2,010",1
IncomePerPerson,Albania,1953,"2,090",1
IncomePerPerson,Albania,1954,"2,150",1
IncomePerPerson,Albania,1955,"2,270",1
IncomePerPerson,Albania,1956,"2,290",1
IncomePerPerson,Albania,1957,"2,440",1
IncomePerPerson,Albania,1958,"2,550",1
IncomePerPerson,Albania,1959,"2,660",1
IncomePerPerson,Albania,1960,"2,790",1
IncomePerPerson,Albania,1961,"2,820",1
IncomePerPerson,Albania,1962,"2,910",1
IncomePerPerson,Albania,1963,"3,010",1
IncomePerPerson,Albania,1964,"3,110",1
IncomePerPerson,Albania,1965,"3,220",1
IncomePerPerson,Albania,1966,"3,340",1
IncomePerPerson,Albania,1967,"3,460",1
IncomePerPerson,Albania,1968,"3,580",1
IncomePerPerson,Albania,1969,"3,700",1
IncomePerPerson,Albania,1970,"3,830",1
IncomePerPerson,Albania,1971,"3,980",1
IncomePerPerson,Albania,1972,"4,120",1
IncomePerPerson,Albania,1973,"4,320",1
IncomePerPerson,Albania,1974,"4,320",1
IncomePerPerson,Albania,1975,"4,330",1
IncomePerPerson,Albania,1976,"4,340",1
IncomePerPerson,Albania,1977,"4,340",1
IncomePerPerson,Albania,1978,"4,350",1
IncomePerPerson,Albania,1979,"4,360",1
IncomePerPerson,Albania,1980,"4,390",1
IncomePerPerson,Albania,1981,"4,400",1
IncomePerPerson,Albania,1982,"4,410",1
IncomePerPerson,Albania,1983,"4,430",1
IncomePerPerson,Albania,1984,"4,440",1
IncomePerPerson,Albania,1985,"4,450",1
IncomePerPerson,Albania,1986,"4,470",1
IncomePerPerson,Albania,1987,"4,490",1
IncomePerPerson,Albania,1988,"4,510",1
IncomePerPerson,Albania,1989,"4,530",1
IncomePerPerson,Albania,1990,"4,560",1
IncomePerPerson,Albania,1991,"3,230",1
IncomePerPerson,Albania,1992,"3,010",1
IncomePerPerson,Albania,1993,"3,320",1
IncomePerPerson,Albania,1994,"3,620",1
IncomePerPerson,Albania,1995,"4,130",1
IncomePerPerson,Albania,1996,"4,530",1
IncomePerPerson,Albania,1997,"4,070",1
IncomePerPerson,Albania,1998,"4,460",1
IncomePerPerson,Albania,1999,"5,100",1
IncomePerPerson,Albania,2000,"5,470",1
IncomePerPerson,Albania,2001,"5,960",1
IncomePerPerson,Albania,2002,"6,230",1
IncomePerPerson,Albania,2003,"6,620",1
IncomePerPerson,Albania,2004,"7,020",1
IncomePerPerson,Albania,2005,"7,460",1
IncomePerPerson,Albania,2006,"7,920",1
IncomePerPerson,Albania,2007,"8,450",1
IncomePerPerson,Albania,2008,"9,150",1
IncomePerPerson,Albania,2009,"9,530",1
IncomePerPerson,Albania,2010,"9,930",1
IncomePerPerson,Albania,2011,"10,200",1
IncomePerPerson,Algeria,1950,"4,000",1
IncomePerPerson,Algeria,1951,"3,980",1
IncomePerPerson,Algeria,1952,"4,100",1
IncomePerPerson,Algeria,1953,"4,100",1
IncomePerPerson,Algeria,1954,"4,340",1
IncomePerPerson,Algeria,1955,"4,390",1
IncomePerPerson,Algeria,1956,"4,740",1
IncomePerPerson,Algeria,1957,"5,200",1
IncomePerPerson,Algeria,1958,"5,310",1
IncomePerPerson,Algeria,1959,"6,190",1
IncomePerPerson,Algeria,1960,"6,520",1
IncomePerPerson,Algeria,1961,"5,640",1
IncomePerPerson,Algeria,1962,"4,520",1
IncomePerPerson,Algeria,1963,"5,590",1
IncomePerPerson,Algeria,1964,"5,740",1
IncomePerPerson,Algeria,1965,"5,960",1
IncomePerPerson,Algeria,1966,"5,520",1
IncomePerPerson,Algeria,1967,"5,860",1
IncomePerPerson,Algeria,1968,"6,370",1
IncomePerPerson,Algeria,1969,"6,810",1
IncomePerPerson,Algeria,1970,"7,290",1
IncomePerPerson,Algeria,1971,"6,490",1
IncomePerPerson,Algeria,1972,"7,630",1
IncomePerPerson,Algeria,1973,"7,650",1
IncomePerPerson,Algeria,1974,"7,890",1
IncomePerPerson,Algeria,1975,"8,200",1
IncomePerPerson,Algeria,1976,"8,480",1
IncomePerPerson,Algeria,1977,"8,980",1
IncomePerPerson,Algeria,1978,"9,830",1
IncomePerPerson,Algeria,1979,"10,400",1
IncomePerPerson,Algeria,1980,"10,300",1
IncomePerPerson,Algeria,1981,"10,300",1
IncomePerPerson,Algeria,1982,"10,600",1
IncomePerPerson,Algeria,1983,"10,800",1
IncomePerPerson,Algeria,1984,"11,100",1
IncomePerPerson,Algeria,1985,"11,200",1
IncomePerPerson,Algeria,1986,"10,800",1
IncomePerPerson,Algeria,1987,"10,500",1
IncomePerPerson,Algeria,1988,"10,000",1
IncomePerPerson,Algeria,1989,"10,200",1
IncomePerPerson,Algeria,1990,"10,200",1
IncomePerPerson,Algeria,1991,"9,870",1
IncomePerPerson,Algeria,1992,"9,820",1
IncomePerPerson,Algeria,1993,"9,400",1
IncomePerPerson,Algeria,1994,"9,130",1
IncomePerPerson,Algeria,1995,"9,300",1
IncomePerPerson,Algeria,1996,"9,510",1
IncomePerPerson,Algeria,1997,"9,460",1
IncomePerPerson,Algeria,1998,"9,800",1
IncomePerPerson,Algeria,1999,"9,970",1
IncomePerPerson,Algeria,2000,"10,200",1
IncomePerPerson,Algeria,2001,"10,400",1
IncomePerPerson,Algeria,2002,"10,800",1
IncomePerPerson,Algeria,2003,"11,500",1
IncomePerPerson,Algeria,2004,"11,800",1
IncomePerPerson,Algeria,2005,"12,300",1
IncomePerPerson,Algeria,2006,"12,300",1
IncomePerPerson,Algeria,2007,"12,600",1
IncomePerPerson,Algeria,2008,"12,700",1
IncomePerPerson,Algeria,2009,"12,600",1
IncomePerPerson,Algeria,2010,"12,900",1
IncomePerPerson,Algeria,2011,"13,000",1
IncomePerPerson,Andorra,1950,"6,980",1
IncomePerPerson,Andorra,1951,"7,550",1
IncomePerPerson,Andorra,1952,"8,160",1
IncomePerPerson,Andorra,1953,"8,830",1
IncomePerPerson,Andorra,1954,"9,540",1
IncomePerPerson,Andorra,1955,"10,300",1
IncomePerPerson,Andorra,1956,"11,200",1
IncomePerPerson,Andorra,1957,"12,100",1
IncomePerPerson,Andorra,1958,"13,000",1
IncomePerPerson,Andorra,1959,"14,100",1
IncomePerPerson,Andorra,1960,"15,200",1
IncomePerPerson,Andorra,1961,"16,500",1
IncomePerPerson,Andorra,1962,"17,800",1
IncomePerPerson,Andorra,1963,"19,200",1
IncomePerPerson,Andorra,1964,"20,800",1
IncomePerPerson,Andorra,1965,"22,500",1
IncomePerPerson,Andorra,1966,"24,300",1
IncomePerPerson,Andorra,1967,"26,300",1
IncomePerPerson,Andorra,1968,"28,400",1
IncomePerPerson,Andorra,1969,"30,700",1
IncomePerPerson,Andorra,1970,"33,200",1
IncomePerPerson,Andorra,1971,"33,000",1
IncomePerPerson,Andorra,1972,"34,000",1
IncomePerPerson,Andorra,1973,"34,900",1
IncomePerPerson,Andorra,1974,"35,300",1
IncomePerPerson,Andorra,1975,"34,100",1
IncomePerPerson,Andorra,1976,"34,000",1
IncomePerPerson,Andorra,1977,"34,000",1
IncomePerPerson,Andorra,1978,"33,500",1
IncomePerPerson,Andorra,1979,"32,500",1
IncomePerPerson,Andorra,1980,"32,100",1
IncomePerPerson,Andorra,1981,"30,800",1
IncomePerPerson,Andorra,1982,"29,900",1
IncomePerPerson,Andorra,1983,"29,100",1
IncomePerPerson,Andorra,1984,"28,400",1
IncomePerPerson,Andorra,1985,"27,800",1
IncomePerPerson,Andorra,1986,"27,600",1
IncomePerPerson,Andorra,1987,"27,900",1
IncomePerPerson,Andorra,1988,"28,200",1
IncomePerPerson,Andorra,1989,"28,400",1
IncomePerPerson,Andorra,1990,"28,400",1
IncomePerPerson,Andorra,1991,"28,000",1
IncomePerPerson,Andorra,1992,"27,200",1
IncomePerPerson,Andorra,1993,"26,000",1
IncomePerPerson,Andorra,1994,"25,900",1
IncomePerPerson,Andorra,1995,"26,100",1
IncomePerPerson,Andorra,1996,"27,200",1
IncomePerPerson,Andorra,1997,"29,700",1
IncomePerPerson,Andorra,1998,"30,800",1
IncomePerPerson,Andorra,1999,"31,900",1
IncomePerPerson,Andorra,2000,"31,700",1
IncomePerPerson,Andorra,2001,"31,800",1
IncomePerPerson,Andorra,2002,"31,900",1
IncomePerPerson,Andorra,2003,"34,500",1
IncomePerPerson,Andorra,2004,"36,300",1
IncomePerPerson,Andorra,2005,"39,800",1
IncomePerPerson,Andorra,2006,"42,700",1
IncomePerPerson,Andorra,2007,"43,400",1
IncomePerPerson,Andorra,2008,"41,400",1
IncomePerPerson,Andorra,2009,"41,700",1
IncomePerPerson,Andorra,2010,"39,000",1
IncomePerPerson,Andorra,2011,"42,000",1
IncomePerPerson,Angola,1950,"3,180",1
IncomePerPerson,Angola,1951,"3,260",1
IncomePerPerson,Angola,1952,"3,340",1
IncomePerPerson,Angola,1953,"3,420",1
IncomePerPerson,Angola,1954,"3,290",1
IncomePerPerson,Angola,1955,"3,510",1
IncomePerPerson,Angola,1956,"3,400",1
IncomePerPerson,Angola,1957,"3,670",1
IncomePerPerson,Angola,1958,"3,810",1
IncomePerPerson,Angola,1959,"3,770",1
IncomePerPerson,Angola,1960,"3,860",1
IncomePerPerson,Angola,1961,"4,310",1
IncomePerPerson,Angola,1962,"4,130",1
IncomePerPerson,Angola,1963,"4,280",1
IncomePerPerson,Angola,1964,"4,690",1
IncomePerPerson,Angola,1965,"4,960",1
IncomePerPerson,Angola,1966,"5,170",1
IncomePerPerson,Angola,1967,"5,390",1
IncomePerPerson,Angola,1968,"5,230",1
IncomePerPerson,Angola,1969,"5,300",1
IncomePerPerson,Angola,1970,"5,550",1
IncomePerPerson,Angola,1971,"5,780",1
IncomePerPerson,Angola,1972,"5,670",1
IncomePerPerson,Angola,1973,"6,000",1
IncomePerPerson,Angola,1974,"6,060",1
IncomePerPerson,Angola,1975,"5,620",1
IncomePerPerson,Angola,1976,"5,200",1
IncomePerPerson,Angola,1977,"5,110",1
IncomePerPerson,Angola,1978,"4,720",1
IncomePerPerson,Angola,1979,"4,610",1
IncomePerPerson,Angola,1980,"4,590",1
IncomePerPerson,Angola,1981,"4,250",1
IncomePerPerson,Angola,1982,"4,110",1
IncomePerPerson,Angola,1983,"4,140",1
IncomePerPerson,Angola,1984,"4,240",1
IncomePerPerson,Angola,1985,"4,260",1
IncomePerPerson,Angola,1986,"4,290",1
IncomePerPerson,Angola,1987,"4,480",1
IncomePerPerson,Angola,1988,"4,620",1
IncomePerPerson,Angola,1989,"4,530",1
IncomePerPerson,Angola,1990,"4,390",1
IncomePerPerson,Angola,1991,"4,210",1
IncomePerPerson,Angola,1992,"3,790",1
IncomePerPerson,Angola,1993,"2,760",1
IncomePerPerson,Angola,1994,"2,770",1
IncomePerPerson,Angola,1995,"2,970",1
IncomePerPerson,Angola,1996,"3,210",1
IncomePerPerson,Angola,1997,"3,370",1
IncomePerPerson,Angola,1998,"3,500",1
IncomePerPerson,Angola,1999,"3,510",1
IncomePerPerson,Angola,2000,"3,510",1
IncomePerPerson,Angola,2001,"3,540",1
IncomePerPerson,Angola,2002,"3,180",1
IncomePerPerson,Angola,2003,"3,240",1
IncomePerPerson,Angola,2004,"3,460",1
IncomePerPerson,Angola,2005,"3,950",1
IncomePerPerson,Angola,2006,"4,600",1
IncomePerPerson,Angola,2007,"5,440",1
IncomePerPerson,Angola,2008,"5,980",1
IncomePerPerson,Angola,2009,"5,910",1
IncomePerPerson,Angola,2010,"5,900",1
IncomePerPerson,Angola,2011,"5,910",1
IncomePerPerson,Antigua and Barbuda,1950,"3,470",1
IncomePerPerson,Antigua and Barbuda,1951,"3,560",1
IncomePerPerson,Antigua and Barbuda,1952,"3,650",1
IncomePerPerson,Antigua and Barbuda,1953,"3,730",1
IncomePerPerson,Antigua and Barbuda,1954,"3,830",1
IncomePerPerson,Antigua and Barbuda,1955,"3,920",1
IncomePerPerson,Antigua and Barbuda,1956,"4,010",1
IncomePerPerson,Antigua and Barbuda,1957,"4,110",1
IncomePerPerson,Antigua and Barbuda,1958,"4,210",1
IncomePerPerson,Antigua and Barbuda,1959,"4,310",1
IncomePerPerson,Antigua and Barbuda,1960,"4,420",1
IncomePerPerson,Antigua and Barbuda,1961,"4,530",1
IncomePerPerson,Antigua and Barbuda,1962,"4,640",1
IncomePerPerson,Antigua and Barbuda,1963,"4,750",1
IncomePerPerson,Antigua and Barbuda,1964,"4,870",1
IncomePerPerson,Antigua and Barbuda,1965,"4,980",1
IncomePerPerson,Antigua and Barbuda,1966,"5,100",1
IncomePerPerson,Antigua and Barbuda,1967,"5,230",1
IncomePerPerson,Antigua and Barbuda,1968,"5,360",1
IncomePerPerson,Antigua and Barbuda,1969,"5,490",1
IncomePerPerson,Antigua and Barbuda,1970,"5,620",1
IncomePerPerson,Antigua and Barbuda,1971,"5,890",1
IncomePerPerson,Antigua and Barbuda,1972,"6,160",1
IncomePerPerson,Antigua and Barbuda,1973,"6,540",1
IncomePerPerson,Antigua and Barbuda,1974,"6,650",1
IncomePerPerson,Antigua and Barbuda,1975,"6,230",1
IncomePerPerson,Antigua and Barbuda,1976,"5,670",1
IncomePerPerson,Antigua and Barbuda,1977,"6,140",1
IncomePerPerson,Antigua and Barbuda,1978,"6,440",1
IncomePerPerson,Antigua and Barbuda,1979,"7,250",1
IncomePerPerson,Antigua and Barbuda,1980,"7,850",1
IncomePerPerson,Antigua and Barbuda,1981,"8,350",1
IncomePerPerson,Antigua and Barbuda,1982,"8,470",1
IncomePerPerson,Antigua and Barbuda,1983,"9,150",1
IncomePerPerson,Antigua and Barbuda,1984,"9,960",1
IncomePerPerson,Antigua and Barbuda,1985,"10,900",1
IncomePerPerson,Antigua and Barbuda,1986,"12,100",1
IncomePerPerson,Antigua and Barbuda,1987,"13,400",1
IncomePerPerson,Antigua and Barbuda,1988,"14,800",1
IncomePerPerson,Antigua and Barbuda,1989,"15,900",1
IncomePerPerson,Antigua and Barbuda,1990,"16,400",1
IncomePerPerson,Antigua and Barbuda,1991,"16,600",1
IncomePerPerson,Antigua and Barbuda,1992,"16,500",1
IncomePerPerson,Antigua and Barbuda,1993,"17,000",1
IncomePerPerson,Antigua and Barbuda,1994,"17,700",1
IncomePerPerson,Antigua and Barbuda,1995,"16,500",1
IncomePerPerson,Antigua and Barbuda,1996,"17,100",1
IncomePerPerson,Antigua and Barbuda,1997,"17,500",1
IncomePerPerson,Antigua and Barbuda,1998,"17,900",1
IncomePerPerson,Antigua and Barbuda,1999,"18,100",1
IncomePerPerson,Antigua and Barbuda,2000,"18,800",1
IncomePerPerson,Antigua and Barbuda,2001,"17,500",1
IncomePerPerson,Antigua and Barbuda,2002,"17,500",1
IncomePerPerson,Antigua and Barbuda,2003,"18,300",1
IncomePerPerson,Antigua and Barbuda,2004,"19,200",1
IncomePerPerson,Antigua and Barbuda,2005,"20,100",1
IncomePerPerson,Antigua and Barbuda,2006,"22,500",1
IncomePerPerson,Antigua and Barbuda,2007,"24,200",1
IncomePerPerson,Antigua and Barbuda,2008,"24,000",1
IncomePerPerson,Antigua and Barbuda,2009,"20,800",1
IncomePerPerson,Antigua and Barbuda,2010,"19,100",1
IncomePerPerson,Antigua and Barbuda,2011,"18,600",1
IncomePerPerson,Argentina,1950,"8,320",1
IncomePerPerson,Argentina,1951,"8,430",1
IncomePerPerson,Argentina,1952,"7,800",1
IncomePerPerson,Argentina,1953,"8,030",1
IncomePerPerson,Argentina,1954,"8,180",1
IncomePerPerson,Argentina,1955,"8,580",1
IncomePerPerson,Argentina,1956,"8,640",1
IncomePerPerson,Argentina,1957,"8,910",1
IncomePerPerson,Argentina,1958,"9,280",1
IncomePerPerson,Argentina,1959,"8,510",1
IncomePerPerson,Argentina,1960,"9,030",1
IncomePerPerson,Argentina,1961,"9,510",1
IncomePerPerson,Argentina,1962,"9,190",1
IncomePerPerson,Argentina,1963,"8,820",1
IncomePerPerson,Argentina,1964,"9,590",1
IncomePerPerson,Argentina,1965,"10,300",1
IncomePerPerson,Argentina,1966,"10,200",1
IncomePerPerson,Argentina,1967,"10,400",1
IncomePerPerson,Argentina,1968,"10,700",1
IncomePerPerson,Argentina,1969,"11,400",1
IncomePerPerson,Argentina,1970,"11,900",1
IncomePerPerson,Argentina,1971,"12,200",1
IncomePerPerson,Argentina,1972,"12,200",1
IncomePerPerson,Argentina,1973,"12,500",1
IncomePerPerson,Argentina,1974,"13,000",1
IncomePerPerson,Argentina,1975,"12,800",1
IncomePerPerson,Argentina,1976,"12,600",1
IncomePerPerson,Argentina,1977,"13,300",1
IncomePerPerson,Argentina,1978,"12,700",1
IncomePerPerson,Argentina,1979,"13,500",1
IncomePerPerson,Argentina,1980,"13,500",1
IncomePerPerson,Argentina,1981,"12,600",1
IncomePerPerson,Argentina,1982,"12,100",1
IncomePerPerson,Argentina,1983,"12,400",1
IncomePerPerson,Argentina,1984,"12,600",1
IncomePerPerson,Argentina,1985,"11,600",1
IncomePerPerson,Argentina,1986,"12,300",1
IncomePerPerson,Argentina,1987,"12,500",1
IncomePerPerson,Argentina,1988,"12,100",1
IncomePerPerson,Argentina,1989,"11,100",1
IncomePerPerson,Argentina,1990,"10,800",1
IncomePerPerson,Argentina,1991,"12,000",1
IncomePerPerson,Argentina,1992,"13,300",1
IncomePerPerson,Argentina,1993,"13,900",1
IncomePerPerson,Argentina,1994,"14,500",1
IncomePerPerson,Argentina,1995,"13,900",1
IncomePerPerson,Argentina,1996,"14,500",1
IncomePerPerson,Argentina,1997,"15,500",1
IncomePerPerson,Argentina,1998,"15,900",1
IncomePerPerson,Argentina,1999,"15,200",1
IncomePerPerson,Argentina,2000,"14,900",1
IncomePerPerson,Argentina,2001,"14,100",1
IncomePerPerson,Argentina,2002,"12,400",1
IncomePerPerson,Argentina,2003,"13,400",1
IncomePerPerson,Argentina,2004,"14,400",1
IncomePerPerson,Argentina,2005,"15,500",1
IncomePerPerson,Argentina,2006,"16,600",1
IncomePerPerson,Argentina,2007,"17,900",1
IncomePerPerson,Argentina,2008,"18,400",1
IncomePerPerson,Argentina,2009,"17,200",1
IncomePerPerson,Argentina,2010,"18,700",1
IncomePerPerson,Argentina,2011,"19,600",1
IncomePerPerson,Armenia,1950,"1,860",1
IncomePerPerson,Armenia,1951,"1,840",1
IncomePerPerson,Armenia,1952,"1,920",1
IncomePerPerson,Armenia,1953,"1,960",1
IncomePerPerson,Armenia,1954,"2,020",1
IncomePerPerson,Armenia,1955,"2,140",1
IncomePerPerson,Armenia,1956,"2,300",1
IncomePerPerson,Armenia,1957,"2,300",1
IncomePerPerson,Armenia,1958,"2,420",1
IncomePerPerson,Armenia,1959,"2,350",1
IncomePerPerson,Armenia,1960,"2,520",1
IncomePerPerson,Armenia,1961,"2,610",1
IncomePerPerson,Armenia,1962,"2,640",1
IncomePerPerson,Armenia,1963,"2,540",1
IncomePerPerson,Armenia,1964,"2,830",1
IncomePerPerson,Armenia,1965,"2,950",1
IncomePerPerson,Armenia,1966,"3,060",1
IncomePerPerson,Armenia,1967,"3,150",1
IncomePerPerson,Armenia,1968,"3,300",1
IncomePerPerson,Armenia,1969,"3,320",1
IncomePerPerson,Armenia,1970,"3,540",1
IncomePerPerson,Armenia,1971,"3,590",1
IncomePerPerson,Armenia,1972,"3,580",1
IncomePerPerson,Armenia,1973,"3,840",1
IncomePerPerson,Armenia,1974,"3,880",1
IncomePerPerson,Armenia,1975,"3,820",1
IncomePerPerson,Armenia,1976,"3,920",1
IncomePerPerson,Armenia,1977,"3,940",1
IncomePerPerson,Armenia,1978,"3,970",1
IncomePerPerson,Armenia,1979,"3,880",1
IncomePerPerson,Armenia,1980,"3,820",1
IncomePerPerson,Armenia,1981,"3,790",1
IncomePerPerson,Armenia,1982,"3,820",1
IncomePerPerson,Armenia,1983,"3,870",1
IncomePerPerson,Armenia,1984,"3,850",1
IncomePerPerson,Armenia,1985,"3,810",1
IncomePerPerson,Armenia,1986,"3,900",1
IncomePerPerson,Armenia,1987,"3,880",1
IncomePerPerson,Armenia,1988,"3,890",1
IncomePerPerson,Armenia,1989,"3,900",1
IncomePerPerson,Armenia,1990,"3,740",1
IncomePerPerson,Armenia,1991,"3,340",1
IncomePerPerson,Armenia,1992,"1,980",1
IncomePerPerson,Armenia,1993,"1,850",1
IncomePerPerson,Armenia,1994,"1,990",1
IncomePerPerson,Armenia,1995,"2,170",1
IncomePerPerson,Armenia,1996,"2,340",1
IncomePerPerson,Armenia,1997,"2,440",1
IncomePerPerson,Armenia,1998,"2,640",1
IncomePerPerson,Armenia,1999,"2,740",1
IncomePerPerson,Armenia,2000,"2,930",1
IncomePerPerson,Armenia,2001,"3,220",1
IncomePerPerson,Armenia,2002,"3,670",1
IncomePerPerson,Armenia,2003,"4,210",1
IncomePerPerson,Armenia,2004,"4,670",1
IncomePerPerson,Armenia,2005,"5,360",1
IncomePerPerson,Armenia,2006,"6,110",1
IncomePerPerson,Armenia,2007,"7,010",1
IncomePerPerson,Armenia,2008,"7,560",1
IncomePerPerson,Armenia,2009,"6,530",1
IncomePerPerson,Armenia,2010,"6,700",1
IncomePerPerson,Armenia,2011,"7,020",1
IncomePerPerson,Australia,1950,"12,100",1
IncomePerPerson,Australia,1951,"12,200",1
IncomePerPerson,Australia,1952,"12,100",1
IncomePerPerson,Australia,1953,"12,200",1
IncomePerPerson,Australia,1954,"12,700",1
IncomePerPerson,Australia,1955,"13,100",1
IncomePerPerson,Australia,1956,"13,200",1
IncomePerPerson,Australia,1957,"13,200",1
IncomePerPerson,Australia,1958,"13,500",1
IncomePerPerson,Australia,1959,"14,100",1
IncomePerPerson,Australia,1960,"14,300",1
IncomePerPerson,Australia,1961,"14,100",1
IncomePerPerson,Australia,1962,"14,700",1
IncomePerPerson,Australia,1963,"15,400",1
IncomePerPerson,Australia,1964,"16,100",1
IncomePerPerson,Australia,1965,"16,600",1
IncomePerPerson,Australia,1966,"16,700",1
IncomePerPerson,Australia,1967,"17,600",1
IncomePerPerson,Australia,1968,"18,300",1
IncomePerPerson,Australia,1969,"18,900",1
IncomePerPerson,Australia,1970,"19,700",1
IncomePerPerson,Australia,1971,"20,200",1
IncomePerPerson,Australia,1972,"20,400",1
IncomePerPerson,Australia,1973,"21,200",1
IncomePerPerson,Australia,1974,"21,400",1
IncomePerPerson,Australia,1975,"21,700",1
IncomePerPerson,Australia,1976,"22,400",1
IncomePerPerson,Australia,1977,"22,400",1
IncomePerPerson,Australia,1978,"22,700",1
IncomePerPerson,Australia,1979,"23,700",1
IncomePerPerson,Australia,1980,"23,900",1
IncomePerPerson,Australia,1981,"24,300",1
IncomePerPerson,Australia,1982,"23,900",1
IncomePerPerson,Australia,1983,"23,600",1
IncomePerPerson,Australia,1984,"24,900",1
IncomePerPerson,Australia,1985,"25,900",1
IncomePerPerson,Australia,1986,"26,000",1
IncomePerPerson,Australia,1987,"26,900",1
IncomePerPerson,Australia,1988,"27,700",1
IncomePerPerson,Australia,1989,"28,500",1
IncomePerPerson,Australia,1990,"28,600",1
IncomePerPerson,Australia,1991,"28,100",1
IncomePerPerson,Australia,1992,"27,900",1
IncomePerPerson,Australia,1993,"28,700",1
IncomePerPerson,Australia,1994,"29,600",1
IncomePerPerson,Australia,1995,"30,400",1
IncomePerPerson,Australia,1996,"31,200",1
IncomePerPerson,Australia,1997,"32,000",1
IncomePerPerson,Australia,1998,"33,100",1
IncomePerPerson,Australia,1999,"34,400",1
IncomePerPerson,Australia,2000,"35,300",1
IncomePerPerson,Australia,2001,"35,500",1
IncomePerPerson,Australia,2002,"36,400",1
IncomePerPerson,Australia,2003,"37,100",1
IncomePerPerson,Australia,2004,"38,100",1
IncomePerPerson,Australia,2005,"38,900",1
IncomePerPerson,Australia,2006,"39,400",1
IncomePerPerson,Australia,2007,"40,700",1
IncomePerPerson,Australia,2008,"41,300",1
IncomePerPerson,Australia,2009,"41,200",1
IncomePerPerson,Australia,2010,"41,400",1
IncomePerPerson,Australia,2011,"41,800",1
IncomePerPerson,Austria,1950,"6,940",1
IncomePerPerson,Austria,1951,"7,400",1
IncomePerPerson,Austria,1952,"7,410",1
IncomePerPerson,Austria,1953,"7,720",1
IncomePerPerson,Austria,1954,"8,490",1
IncomePerPerson,Austria,1955,"9,400",1
IncomePerPerson,Austria,1956,"10,000",1
IncomePerPerson,Austria,1957,"10,600",1
IncomePerPerson,Austria,1958,"11,000",1
IncomePerPerson,Austria,1959,"11,200",1
IncomePerPerson,Austria,1960,"12,100",1
IncomePerPerson,Austria,1961,"12,600",1
IncomePerPerson,Austria,1962,"12,900",1
